file,line,rule,context,original,replacement
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,23,rule2_emdash_words," from the smoke�one cheek blis","e�o","e—o"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,24,phaseD_smart_open,"""You saved one,""","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,24,phaseD_smart_close,"""You saved one,"" the old man ra","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,24,phaseD_smart_open,"oke and grief. ""The gods bless ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,24,phaseD_smart_close,"ess you for it.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,25,phaseD_smart_open,"""She wasn't hunt","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,25,phaseD_smart_close,"wasn't hunting,"" Mira whispered","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,25,phaseD_smart_open,"in's shoulder. ""She kept saying","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,25,phaseD_smart_close,"o find someone.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,26,rule2_emdash_words," when they feed�quick, then go","d�q","d—q"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,26,phaseD_smart_open,"nodded grimly. ""Dragons kill cl","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,26,phaseD_smart_close,"aler's cottage."" His eyes met C","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,26,phaseD_smart_open," met Caelin's. ""She was testing","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,26,phaseD_smart_close,"hing to answer.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,28,phaseD_smart_open,"ng insistence. ""The rhyme. Do y","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,28,phaseD_smart_close,"ant to hear it?""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,29,phaseD_smart_open,"""Please,"" Caelin","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,29,phaseD_smart_close,"""Please,"" Caelin said, t","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,33,rule3_possessive,"guard the frame�","e�","e’"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,36,phaseD_smart_open,"bled slightly. ""Her trail ends ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,36,phaseD_smart_close,"und there is..."" He struggled f","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,36,phaseD_smart_open,"led for words. ""The earth has t","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,36,phaseD_smart_close,"t the center..."" He shook his h","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,36,phaseD_smart_open,"hook his head. ""You should see ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,36,phaseD_smart_close,"ee it yourself.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,37,phaseD_smart_open,"""I'll go,"" Caeli","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,37,phaseD_smart_close,"""I'll go,"" Caelin said, b","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-1.txt,38,rule1_contraction,"He didn�t look back at","n�t","n’t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,1,rule2_emdash_words,"ed a clear line�deliberate, pu","e�d","e—d"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,1,rule2_emdash_words,"ate, purposeful�leading away f","l�l","l—l"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,2,rule1_contraction,"Mira�s rhyme clung ","a�s","a’s"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,2,rule1_contraction,"thing that hadn�t yet awoken.","n�t","n’t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,4,rule2_emdash_words,"ere black glass�pure obsidian ","s�p","s—p"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,6,rule2_emdash_words,"e. But her eyes�old gold, anci","s�o","s—o"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,6,rule2_emdash_words,"nt as mountains�still held pur","s�s","s—s"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,9,rule2_emdash_words,"y into his mind�old Draconic r","d�o","d—o"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,10,phaseD_smart_open,"""At last,"" she s","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,10,phaseD_smart_close,"""At last,"" she said, and ","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,10,phaseD_smart_open,"red the words. ""The bloodline a","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,10,phaseD_smart_close,"odline answers.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,11,phaseA_debris_stripped,"ll those people�""","�""",""""
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,11,phaseD_smart_open," than thought. ""Why did you do ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,11,phaseD_smart_close,"ll those people""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,12,rule2_emdash_words," three days ago�the rot in my ","o�t","o—t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,12,phaseD_smart_open,"""I had no choice","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,12,phaseD_smart_close," had no choice."" came the answe","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,12,phaseD_smart_open,"nuine regret.  ""I am dying. I f","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,12,phaseD_smart_close,"ho can bear it."" Her eye closed","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,12,phaseD_smart_open,"losed briefly. ""I searched the ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,12,phaseD_smart_close,"ly than others.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,13,phaseD_smart_open,"""You killed them","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,13,phaseD_smart_close,"m to test them?"" Horror and ang","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,14,rule2_emdash_words,"nsiveness in it�only weary fac","t�o","t—o"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,14,phaseD_smart_open,"""I tested the fi","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,14,phaseD_smart_close,"ested the fire,"" she corrected,","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,14,phaseD_smart_open,"ly weary fact. ""Most would have","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,14,phaseD_smart_close,"back to timber."" Her eye opened","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,14,phaseD_smart_open," on him again. ""You saved the c","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,14,phaseD_smart_close,"d what you are.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,16,phaseD_smart_open,"""What are you?"" ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,16,phaseD_smart_close,"""What are you?"" he asked, voic","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,17,phaseD_smart_open,"""Vharisax, last ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,17,phaseD_smart_close,"d my time ends."" She shifted sl","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,17,phaseD_smart_open,"ment cost her. ""But the compact","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,17,phaseD_smart_close," remain closed.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,18,phaseA_debris_stripped,". Nine the arts�""","�""",""""
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,18,phaseD_smart_open,"""The rhyme,"" Cae","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,18,phaseD_smart_close,"""The rhyme,"" Caelin said. ""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,18,phaseD_smart_open,""" Caelin said. ""The child remem","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,18,phaseD_smart_close,". Nine the arts""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,19,rule2_emdash_words,"looded his mind�dragons and dw","d�d","d—d"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,19,phaseD_smart_open,"""Nine that weave","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,19,phaseD_smart_close,"eave the world,"" Vharisax said.","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,20,rule1_contraction,"Caelin�s breath had g","n�s","n’s"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,20,rule1_contraction,"hallow. He didn�t know when th","n�t","n’t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,21,phaseD_smart_open,"""The Nine mainta","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,21,phaseD_smart_close,"intain balance,"" Vharisax conti","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,21,phaseD_smart_open,"sax continued. ""Each school of ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,21,phaseD_smart_close,"t, or broken..."" Her breathing ","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,21,phaseD_smart_open,"thing hitched. ""The Tenth stirs","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,21,phaseD_smart_close,"made conscious.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,22,phaseD_smart_open,"""Why me?"" The qu","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,22,phaseD_smart_close,"""Why me?"" The question c","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,23,rule2_emdash_words,"ood. Faint, yes�diluted throug","s�d","s—d"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,23,rule2_emdash_words,"ugh generations�but present. Y","s�b","s—b"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,23,phaseD_smart_open,"""You carry the o","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,23,phaseD_smart_close,"can survive it."" Her foreclaw t","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,23,phaseD_smart_open,"she lifted it. ""And you have no","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,23,phaseD_smart_close," chain weakens.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,24,rule2_emdash_words,"ith inner light�ember-motes dr","t�e","t—e"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,26,rule2_emdash_words,"hat waits there�the Dragon's E","e�t","e—t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,26,phaseD_smart_open,"""This is the key","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,26,phaseD_smart_close,"his is the key,"" Vharisax said.","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,26,phaseD_smart_open,"Vharisax said. ""Take it. Bind y","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,26,phaseD_smart_close,"ocation itself."" Her eye held h","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,26,phaseD_smart_open," eye held his. ""And then find t","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,26,phaseD_smart_close," do this alone.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,27,phaseD_smart_open,"ldn't uncross. ""What will it do","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,27,phaseD_smart_close,"ll it do to me?""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,28,rule2_emdash_words,"you already are�only more so. ","e�o","e—o"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,28,phaseD_smart_open,"""It will mark yo","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,28,phaseD_smart_close,"y. Permanently."" No false comfo","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,28,phaseD_smart_open,"false comfort. ""It will guide y","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,28,phaseD_smart_close,"ially at first."" Her tone softe","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,28,phaseD_smart_open,"ened slightly. ""And it will mak","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,28,phaseD_smart_close," others cannot.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,29,phaseD_smart_open,"""And if I refuse","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,29,phaseD_smart_close,"nd if I refuse?""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,30,phaseD_smart_open,"""Then I die carr","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,30,phaseD_smart_close,"will taste sky."" She held his g","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,30,phaseD_smart_open,"held his gaze. ""I do not offer ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,30,phaseD_smart_close," you necessity.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,31,rule2_emdash_words," terrified eyes�all of it lead","s�a","s—a"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,33,rule2_emdash_words,"rged up his arm�hot glass seek","m�h","m—h"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,34,rule2_emdash_words,"below the elbow�dark as transl","w�d","w—d"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,37,phaseD_smart_open,"""There,"" Vharisa","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,37,phaseD_smart_close,"""There,"" Vharisax said,","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,37,phaseD_smart_open," fading voice. ""The bond is str","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,37,phaseD_smart_close,"You are chosen.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,38,phaseD_smart_open,"""It will answer ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,38,phaseD_smart_close,"ill answer you,"" she continued,","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,38,phaseD_smart_open,"coming slower. ""And it will cor","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,38,phaseD_smart_close,"your purpose..."" A thread of da","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,38,phaseD_smart_open,"of dark humor. ""It will drag yo","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,38,phaseD_smart_close,"ck to the path.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,39,phaseD_smart_open,"""I understand,"" ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,39,phaseD_smart_close,"""I understand,"" he said.","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,40,rule2_emdash_words,"apped white-hot�a needle of se","t�a","t—a"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,41,phaseD_smart_open,"""Truth,"" Vharisa","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,41,phaseD_smart_close,"""Truth,"" Vharisax said,","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,41,phaseD_smart_open,"ming the word. ""Already you lea","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,41,phaseD_smart_close," know yourself.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,42,phaseD_smart_open,"eath his skin. ""What do I do no","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,42,phaseD_smart_close,"at do I do now?""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,43,rule2_emdash_words," Dragon's Ember�the first of t","r�t","r—t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,43,phaseD_smart_open,"""Follow the flam","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,43,phaseD_smart_close," with it fully."" Her breathing ","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,43,phaseD_smart_open," more labored. ""Then seek the o","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,43,phaseD_smart_close,"reaks entirely.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,44,phaseD_smart_open,"""And the Tenth?""","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,44,phaseD_smart_close,"""And the Tenth?"" he asked. ""Wha","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,44,phaseD_smart_open,"th?"" he asked. ""What's truly bu","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,44,phaseD_smart_close,"y buried there?""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,45,rule2_emdash_words,"hear it calling�and you will, ","g�a","g—a"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,45,rule2_emdash_words," draw too close�do not answer.","e�d","e—d"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,45,phaseD_smart_open,"""Old,"" she whisp","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,45,phaseD_smart_close,"""Old,"" she whispered.","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,45,phaseD_smart_open,"she whispered. ""A bargain made ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,45,phaseD_smart_close,"ep it sleeping."" Her voice drop","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,45,phaseD_smart_open,"o bare thread. ""If you hear it ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,45,phaseD_smart_close,"rhaps not ever.""","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,46,rule2_emdash_words,"d flanks dimmed�and then, inst","d�a","d—a"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,47,rule2_emdash_words,"eld to a candle�catching at th","e�c","e—c"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,47,rule2_emdash_words,"n to come apart�not violently,","t�n","t—n"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,48,rule1_contraction,"Caelin couldn�t move. Couldn","n�t","n’t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,48,rule1_contraction,"�t move. Couldn�t look away.","n�t","n’t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,49,rule2_emdash_words," letter burning�edges first, t","g�e","g—e"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,51,rule2_emdash_words,"n a slow column�ten thousand m","n�t","n—t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,54,rule2_emdash_words,"hen all at once�every mote of ","e�e","e—e"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,54,rule2_emdash_words," second bonding�not painful th","g�n","g—n"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,54,rule1_contraction,"an set in a man�s arm.","n�s","n’s"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,57,rule1_contraction,"From the crater�s rim, the fla","r�s","r’s"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,57,rule2_emdash_words,"stant mountains�fine as a thre","s�f","s—f"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-2.txt,57,rule1_contraction," light. It hadn�t been there a","n�t","n’t"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-3.txt,1,phaseD_smart_open,"""Well,"" a voice ","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-3.txt,1,phaseD_smart_close,"""Well,"" a voice observ","""","”"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-3.txt,1,phaseD_smart_open,"s desert wind. ""That looks prof","""","“"
data/acts/dragons-last-breath/chapter-1-dawns-reckoning/act-3.txt,1,phaseD_smart_close," uncomfortable.""","""","”"
